artist_id,artist_name,album_id,album_title,track_id,track_name,genre_name,genre_id
260,Adrian Leaper & Doreen de Feis,330,Górecki: Symphony No. 3,3485,"Symphony No. 3 Op. 36 for Orchestra and Soprano ""Symfonia Piesni Zalosnych"" \ Lento E Largo - Tranquillissimo",Classical,24
3,Aerosmith,5,Big Ones,30,Amazing,Rock,1
3,Aerosmith,5,Big Ones,36,Angel,Rock,1
3,Aerosmith,5,Big Ones,31,Blind Man,Rock,1
3,Aerosmith,5,Big Ones,34,Crazy,Rock,1
3,Aerosmith,5,Big Ones,29,Cryin',Rock,1
3,Aerosmith,5,Big Ones,32,Deuces Are Wild,Rock,1
3,Aerosmith,5,Big Ones,27,Dude (Looks Like A Lady),Rock,1
3,Aerosmith,5,Big Ones,35,Eat The Rich,Rock,1
3,Aerosmith,5,Big Ones,28,Janie's Got A Gun,Rock,1
3,Aerosmith,5,Big Ones,37,Livin' On The Edge,Rock,1
3,Aerosmith,5,Big Ones,24,Love In An Elevator,Rock,1
3,Aerosmith,5,Big Ones,25,Rag Doll,Rock,1
3,Aerosmith,5,Big Ones,33,The Other Side,Rock,1
3,Aerosmith,5,Big Ones,23,Walk On Water,Rock,1
3,Aerosmith,5,Big Ones,26,What It Takes,Rock,1
197,Aisha Duo,262,Quiet Songs,3349,Amanda,Jazz,2
197,Aisha Duo,262,Quiet Songs,3350,Despertar,Jazz,2
4,Alanis Morissette,6,Jagged Little Pill,38,All I Really Want,Rock,1
4,Alanis Morissette,6,Jagged Little Pill,43,Forgiven,Rock,1
4,Alanis Morissette,6,Jagged Little Pill,41,Hand In My Pocket,Rock,1
4,Alanis Morissette,6,Jagged Little Pill,45,Head Over Feet,Rock,1
4,Alanis Morissette,6,Jagged Little Pill,47,Ironic,Rock,1
4,Alanis Morissette,6,Jagged Little Pill,46,Mary Jane,Rock,1
4,Alanis Morissette,6,Jagged Little Pill,48,Not The Doctor,Rock,1
4,Alanis Morissette,6,Jagged Little Pill,40,Perfect,Rock,1
4,Alanis Morissette,6,Jagged Little Pill,42,Right Through You,Rock,1
4,Alanis Morissette,6,Jagged Little Pill,49,Wake Up,Rock,1
4,Alanis Morissette,6,Jagged Little Pill,44,You Learn,Rock,1
4,Alanis Morissette,6,Jagged Little Pill,39,You Oughta Know,Rock,1
4,Alanis Morissette,6,Jagged Little Pill,50,You Oughta Know (Alternate),Rock,1
206,Alberto Turco & Nova Schola Gregoriana,272,Adorate Deum: Gregorian Chant from the Proper of the Mass,3403,Intoitus: Adorate Deum,Classical,24
5,Alice In Chains,7,Facelift,54,Bleed The Freak,Rock,1
5,Alice In Chains,7,Facelift,60,Confusion,Rock,1
5,Alice In Chains,7,Facelift,55,I Can't Remember,Rock,1
5,Alice In Chains,7,Facelift,61,I Know Somethin (Bout You),Rock,1
5,Alice In Chains,7,Facelift,57,It Ain't Like That,Rock,1
5,Alice In Chains,7,Facelift,56,"Love, Hate, Love",Rock,1
5,Alice In Chains,7,Facelift,52,Man In The Box,Rock,1
5,Alice In Chains,7,Facelift,59,Put You Down,Rock,1
5,Alice In Chains,7,Facelift,62,Real Thing,Rock,1
5,Alice In Chains,7,Facelift,53,Sea Of Sorrow,Rock,1
5,Alice In Chains,7,Facelift,58,Sunshine,Rock,1
5,Alice In Chains,7,Facelift,51,We Die Young,Rock,1
252,Amy Winehouse,321,Back to Black,3459,Back to Black,R&B/Soul,14
252,Amy Winehouse,321,Back to Black,3464,He Can Only Hold Her,R&B/Soul,14
252,Amy Winehouse,321,Back to Black,3458,Just Friends,R&B/Soul,14
252,Amy Winehouse,321,Back to Black,3460,Love Is a Losing Game,R&B/Soul,14
252,Amy Winehouse,321,Back to Black,3457,Me & Mr. Jones,R&B/Soul,14
252,Amy Winehouse,321,Back to Black,3455,Rehab,R&B/Soul,14
252,Amy Winehouse,321,Back to Black,3466,Rehab (Hot Chip Remix),R&B/Soul,14
252,Amy Winehouse,321,Back to Black,3463,Some Unholy War,R&B/Soul,14
252,Amy Winehouse,321,Back to Black,3461,Tears Dry On Their Own,R&B/Soul,14
252,Amy Winehouse,321,Back to Black,3462,Wake Up Alone,R&B/Soul,14
252,Amy Winehouse,321,Back to Black,3456,You Know I'm No Good,R&B/Soul,14
252,Amy Winehouse,321,Back to Black,3465,You Know I'm No Good (feat. Ghostface Killah),R&B/Soul,14
252,Amy Winehouse,322,Frank,3477,Amy Amy Amy (Outro),Pop,9
252,Amy Winehouse,322,Frank,3469,F**k Me Pumps,Pop,9
252,Amy Winehouse,322,Frank,3476,Help Yourself,Pop,9
252,Amy Winehouse,322,Frank,3470,I Heard Love Is Blind,Pop,9
252,Amy Winehouse,322,Frank,3472,In My Bed,Pop,9
252,Amy Winehouse,322,Frank,3467,Intro / Stronger Than Me,Pop,9
252,Amy Winehouse,322,Frank,3474,October Song,Pop,9
252,Amy Winehouse,322,Frank,3473,Take the Box,Pop,9
252,Amy Winehouse,322,Frank,3471,(There Is) No Greater Love (Teo Licks),Pop,9
252,Amy Winehouse,322,Frank,3475,What Is It About Men,Pop,9
252,Amy Winehouse,322,Frank,3468,You Sent Me Flying / Cherry,Pop,9
209,"Anne-Sophie Mutter, Herbert Von Karajan & Wiener Philharmoniker",275,Vivaldi: The Four Seasons,3406,"Concerto No. 1 in E Major, RV 269 ""Spring"": I. Allegro",Classical,24
243,Antal Doráti & London Symphony Orchestra,308,"Tchaikovsky: 1812 Festival Overture, Op.49, Capriccio Italien & Beethoven: Wellington's Victory",3442,"Wellington's Victory or the Battle Symphony, Op.91: 2. Symphony of Triumph",Classical,24
6,Antônio Carlos Jobim,34,Chill: Brazil (Disc 2),399,Abrir A Porta,Latin,7
6,Antônio Carlos Jobim,34,Chill: Brazil (Disc 2),400,Alice,Latin,7
6,Antônio Carlos Jobim,34,Chill: Brazil (Disc 2),396,Alô Alô Marciano,Latin,7
6,Antônio Carlos Jobim,34,Chill: Brazil (Disc 2),403,Bumbo Da Mangueira,Latin,7
6,Antônio Carlos Jobim,34,Chill: Brazil (Disc 2),395,Eu Vim Da Bahia - Live,Latin,7
6,Antônio Carlos Jobim,34,Chill: Brazil (Disc 2),391,Garota De Ipanema,Latin,7
6,Antônio Carlos Jobim,34,Chill: Brazil (Disc 2),397,Linha Do Horizonte,Latin,7
6,Antônio Carlos Jobim,34,Chill: Brazil (Disc 2),401,Momentos Que Marcam,Latin,7
6,Antônio Carlos Jobim,34,Chill: Brazil (Disc 2),404,Mr Funk Samba,Latin,7
6,Antônio Carlos Jobim,34,Chill: Brazil (Disc 2),398,Only A Dream In Rio,Latin,7
6,Antônio Carlos Jobim,34,Chill: Brazil (Disc 2),406,Por Você,Latin,7
6,Antônio Carlos Jobim,34,Chill: Brazil (Disc 2),405,Santo Antonio,Latin,7
6,Antônio Carlos Jobim,34,Chill: Brazil (Disc 2),407,Só Tinha De Ser Com Você,Latin,7
6,Antônio Carlos Jobim,34,Chill: Brazil (Disc 2),394,Tanto Tempo,Latin,7
6,Antônio Carlos Jobim,34,Chill: Brazil (Disc 2),393,Tarde Em Itapoã,Latin,7
6,Antônio Carlos Jobim,34,Chill: Brazil (Disc 2),392,Tim Tim Por Tim Tim,Latin,7
6,Antônio Carlos Jobim,34,Chill: Brazil (Disc 2),402,Um Jantar Pra Dois,Latin,7
6,Antônio Carlos Jobim,8,Warner 25 Anos,72,Angela,Jazz,2
6,Antônio Carlos Jobim,8,Warner 25 Anos,76,"Canta, Canta Mais",Jazz,2
6,Antônio Carlos Jobim,8,Warner 25 Anos,73,Corcovado (Quiet Nights Of Quiet Stars),Jazz,2
6,Antônio Carlos Jobim,8,Warner 25 Anos,63,Desafinado,Jazz,2
6,Antônio Carlos Jobim,8,Warner 25 Anos,69,Dindi (Dindi),Jazz,2
6,Antônio Carlos Jobim,8,Warner 25 Anos,71,Falando De Amor,Jazz,2
6,Antônio Carlos Jobim,8,Warner 25 Anos,68,Fotografia,Jazz,2
6,Antônio Carlos Jobim,8,Warner 25 Anos,64,Garota De Ipanema,Jazz,2
6,Antônio Carlos Jobim,8,Warner 25 Anos,67,Ligia,Jazz,2
6,Antônio Carlos Jobim,8,Warner 25 Anos,75,O Boto (Bôto),Jazz,2
6,Antônio Carlos Jobim,8,Warner 25 Anos,74,Outra Vez,Jazz,2
6,Antônio Carlos Jobim,8,Warner 25 Anos,66,Por Causa De Você,Jazz,2
6,Antônio Carlos Jobim,8,Warner 25 Anos,65,Samba De Uma Nota Só (One Note Samba),Jazz,2
6,Antônio Carlos Jobim,8,Warner 25 Anos,70,Se Todos Fossem Iguais A Você (Instrumental),Jazz,2
7,Apocalyptica,9,Plays Metallica By Four Cellos,82,Creeping Death,Metal,3
7,Apocalyptica,9,Plays Metallica By Four Cellos,77,Enter Sandman,Metal,3
7,Apocalyptica,9,Plays Metallica By Four Cellos,79,Harvester Of Sorrow,Metal,3
7,Apocalyptica,9,Plays Metallica By Four Cellos,78,Master Of Puppets,Metal,3
7,Apocalyptica,9,Plays Metallica By Four Cellos,81,Sad But True,Metal,3
7,Apocalyptica,9,Plays Metallica By Four Cellos,80,The Unforgiven,Metal,3
7,Apocalyptica,9,Plays Metallica By Four Cellos,84,Welcome Home (Sanitarium),Metal,3
7,Apocalyptica,9,Plays Metallica By Four Cellos,83,Wherever I May Roam,Metal,3
159,Aquaman,254,Aquaman,3250,Pilot,TV Shows,19
8,Audioslave,10,Audioslave,95,Bring'em Back Alive,Rock,1
8,Audioslave,10,Audioslave,85,Cochise,Rock,1
8,Audioslave,10,Audioslave,93,Exploder,Rock,1
8,Audioslave,10,Audioslave,87,Gasoline,Rock,1
8,Audioslave,10,Audioslave,97,Getaway Car,Rock,1
8,Audioslave,10,Audioslave,94,Hypnotize,Rock,1
8,Audioslave,10,Audioslave,92,I am the Highway,Rock,1
8,Audioslave,10,Audioslave,96,Light My Way,Rock,1
8,Audioslave,10,Audioslave,89,Like a Stone,Rock,1
8,Audioslave,10,Audioslave,90,Set It Off,Rock,1
8,Audioslave,10,Audioslave,91,Shadow on the Sun,Rock,1
8,Audioslave,10,Audioslave,86,Show Me How to Live,Rock,1
8,Audioslave,10,Audioslave,98,The Last Remaining Light,Rock,1
8,Audioslave,10,Audioslave,88,What You Are,Rock,1
8,Audioslave,11,Out Of Exile,109,#1 Zero,Alternative & Punk,4
8,Audioslave,11,Out Of Exile,101,Be Yourself,Alternative & Punk,4
8,Audioslave,11,Out Of Exile,108,Dandelion,Alternative & Punk,4
8,Audioslave,11,Out Of Exile,102,Doesn't Remind Me,Alternative & Punk,4
8,Audioslave,11,Out Of Exile,103,Drown Me Slowly,Alternative & Punk,4
8,Audioslave,11,Out Of Exile,104,Heaven's Dead,Alternative & Punk,4
8,Audioslave,11,Out Of Exile,106,Man Or Animal,Alternative & Punk,4
8,Audioslave,11,Out Of Exile,100,Out Of Exile,Alternative & Punk,4
8,Audioslave,11,Out Of Exile,110,The Curse,Alternative & Punk,4
8,Audioslave,11,Out Of Exile,105,The Worm,Alternative & Punk,4
8,Audioslave,11,Out Of Exile,107,Yesterday To Tomorrow,Alternative & Punk,4
8,Audioslave,11,Out Of Exile,99,Your Time Has Come,Alternative & Punk,4
8,Audioslave,271,Revelations,3402,"Band Members Discuss Tracks from ""Revelations""",Alternative,23
8,Audioslave,271,Revelations,3394,Broken City,Alternative,23
8,Audioslave,271,Revelations,3397,Jewel of the Summertime,Alternative,23
8,Audioslave,271,Revelations,3400,Moth,Alternative,23
8,Audioslave,271,Revelations,3399,Nothing Left to Say But Goodbye,Alternative,23
8,Audioslave,271,Revelations,3390,One and the Same,Alternative,23
8,Audioslave,271,Revelations,3393,Original Fire,Alternative,23
8,Audioslave,271,Revelations,3389,Revelations,Alternative,23
8,Audioslave,271,Revelations,3396,Shape of Things to Come,Alternative,23
8,Audioslave,271,Revelations,3401,Show Me How to Live (Live at the Quart Festival),Alternative,23
8,Audioslave,271,Revelations,3395,Somedays,Alternative,23
8,Audioslave,271,Revelations,3391,Sound of a Gun,Alternative,23
8,Audioslave,271,Revelations,3392,Until We Fall,Alternative,23
8,Audioslave,271,Revelations,3398,Wide Awake,Alternative,23
9,BackBeat,12,BackBeat Soundtrack,122,20 Flight Rock,Rock And Roll,5
9,BackBeat,12,BackBeat Soundtrack,113,Bad Boy,Rock And Roll,5
9,BackBeat,12,BackBeat Soundtrack,120,Carol,Rock And Roll,5
9,BackBeat,12,BackBeat Soundtrack,116,C'Mon Everybody,Rock And Roll,5
9,BackBeat,12,BackBeat Soundtrack,121,Good Golly Miss Molly,Rock And Roll,5
9,BackBeat,12,BackBeat Soundtrack,112,Long Tall Sally,Rock And Roll,5
9,BackBeat,12,BackBeat Soundtrack,111,Money,Rock And Roll,5
9,BackBeat,12,BackBeat Soundtrack,115,Please Mr. Postman,Rock And Roll,5
9,BackBeat,12,BackBeat Soundtrack,119,Roadrunner,Rock And Roll,5
9,BackBeat,12,BackBeat Soundtrack,117,Rock 'N' Roll Music,Rock And Roll,5
9,BackBeat,12,BackBeat Soundtrack,118,Slow Down,Rock And Roll,5
9,BackBeat,12,BackBeat Soundtrack,114,Twist And Shout,Rock And Roll,5
224,Barry Wordsworth & BBC Concert Orchestra,290,The Last Night of the Proms,3421,"Nimrod (Adagio) from Variations On an Original Theme, Op. 36 ""Enigma""",Classical,24
147,Battlestar Galactica,227,"Battlestar Galactica, Season 3",2833,A Day In the Life,Science Fiction,18
147,Battlestar Galactica,227,"Battlestar Galactica, Season 3",2825,A Measure of Salvation,Science Fiction,18
147,Battlestar Galactica,227,"Battlestar Galactica, Season 3",2823,Collaborators,TV Shows,19
147,Battlestar Galactica,227,"Battlestar Galactica, Season 3",2837,"Crossroads, Pt. 1",Sci Fi & Fantasy,20
147,Battlestar Galactica,227,"Battlestar Galactica, Season 3",2838,"Crossroads, Pt. 2",Sci Fi & Fantasy,20
147,Battlestar Galactica,227,"Battlestar Galactica, Season 3",2834,Dirty Hands,Science Fiction,18
147,Battlestar Galactica,227,"Battlestar Galactica, Season 3",2821,"Exodus, Pt. 1",TV Shows,19
147,Battlestar Galactica,227,"Battlestar Galactica, Season 3",2822,"Exodus, Pt. 2",TV Shows,19
147,Battlestar Galactica,227,"Battlestar Galactica, Season 3",2826,Hero,Science Fiction,18
147,Battlestar Galactica,227,"Battlestar Galactica, Season 3",2835,Maelstrom,Science Fiction,18
147,Battlestar Galactica,227,"Battlestar Galactica, Season 3",2820,Occupation / Precipice,TV Shows,19
147,Battlestar Galactica,227,"Battlestar Galactica, Season 3",2830,Rapture,Science Fiction,18
147,Battlestar Galactica,227,"Battlestar Galactica, Season 3",2831,Taking a Break from All Your Worries,Science Fiction,18
147,Battlestar Galactica,227,"Battlestar Galactica, Season 3",2829,The Eye of Jupiter,Science Fiction,18
147,Battlestar Galactica,227,"Battlestar Galactica, Season 3",2828,The Passage,Science Fiction,18
147,Battlestar Galactica,227,"Battlestar Galactica, Season 3",2836,The Son Also Rises,Science Fiction,18
147,Battlestar Galactica,227,"Battlestar Galactica, Season 3",2832,The Woman King,Science Fiction,18
147,Battlestar Galactica,227,"Battlestar Galactica, Season 3",2824,Torn,TV Shows,19
147,Battlestar Galactica,227,"Battlestar Galactica, Season 3",2827,Unfinished Business,Science Fiction,18
147,Battlestar Galactica,226,Battlestar Galactica: The Story So Far,2819,Battlestar Galactica: The Story So Far,Science Fiction,18
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3246,Baltar's Escape,Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3226,"Battlestar Galactica, Pt. 1",Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3227,"Battlestar Galactica, Pt. 2",Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3228,"Battlestar Galactica, Pt. 3",Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3247,Experiment In Terra,Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3239,Fire In Space,Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3244,"Greetings from Earth, Pt. 1",Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3245,"Greetings from Earth, Pt. 2",Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3229,"Lost Planet of the Gods, Pt. 1",Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3230,"Lost Planet of the Gods, Pt. 2",Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3243,Murder On the Rising Star,Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3248,Take the Celestra,Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3233,"The Gun On Ice Planet Zero, Pt. 1",Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3234,"The Gun On Ice Planet Zero, Pt. 2",Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3249,The Hand of God,Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3237,"The Living Legend, Pt. 1",Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3238,"The Living Legend, Pt. 2",Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3232,The Long Patrol,Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3231,The Lost Warrior,Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3235,The Magnificent Warriors,Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3242,The Man With Nine Lives,Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3236,The Young Lords,Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3240,"War of the Gods, Pt. 1",Sci Fi & Fantasy,20
158,Battlestar Galactica (Classic),253,"Battlestar Galactica (Classic), Season 1",3241,"War of the Gods, Pt. 2",Sci Fi & Fantasy,20
216,"Berliner Philharmoniker, Claudio Abbado & Sabine Meyer",282,Mozart: Wind Concertos,3413,"Concerto for Clarinet in A Major, K. 622: II. Adagio",Classical,24
237,Berliner Philharmoniker & Hans Rosbaud,303,Sibelius: Finlandia,3436,"Karelia Suite, Op.11: 2. Ballade (Tempo Di Menuetto)",Classical,24
248,Berliner Philharmoniker & Herbert Von Karajan,316,Grieg: Peer Gynt Suites & Sibelius: Pelléas et Mélisande,3450,"Peer Gynt Suite No.1, Op.46: 1. Morning Mood",Classical,24
248,Berliner Philharmoniker & Herbert Von Karajan,320,Mozart: Symphonies Nos. 40 & 41,3454,"Symphony No. 41 in C Major, K. 551, ""Jupiter"": IV. Molto allegro",Classical,24
248,Berliner Philharmoniker & Herbert Von Karajan,336,Prokofiev: Symphony No.5 & Stravinksy: Le Sacre Du Printemps,3491,Le Sacre Du Printemps: I.iv. Spring Rounds,Classical,24
10,Billy Cobham,13,The Best Of Billy Cobham,130,Do what cha wanna,Jazz,2
10,Billy Cobham,13,The Best Of Billy Cobham,126,Moon germs,Jazz,2
10,Billy Cobham,13,The Best Of Billy Cobham,123,Quadrant,Jazz,2
10,Billy Cobham,13,The Best Of Billy Cobham,124,Snoopy's search-Red baron,Jazz,2
10,Billy Cobham,13,The Best Of Billy Cobham,129,Solo-Panhandler,Jazz,2
10,Billy Cobham,13,The Best Of Billy Cobham,125,"Spanish moss-""A sound portrait""-Spanish moss",Jazz,2
10,Billy Cobham,13,The Best Of Billy Cobham,127,Stratus,Jazz,2
10,Billy Cobham,13,The Best Of Billy Cobham,128,The pleasant pheasant,Jazz,2
11,Black Label Society,14,Alcohol Fueled Brewtality Live! [Disc 1],132,13 Years Of Grief,Metal,3
11,Black Label Society,14,Alcohol Fueled Brewtality Live! [Disc 1],134,All For You,Metal,3
11,Black Label Society,14,Alcohol Fueled Brewtality Live! [Disc 1],139,A.N.D.R.O.T.A.Z.,Metal,3
11,Black Label Society,14,Alcohol Fueled Brewtality Live! [Disc 1],138,Bored To Tears,Metal,3
11,Black Label Society,14,Alcohol Fueled Brewtality Live! [Disc 1],140,Born To Booze,Metal,3
11,Black Label Society,14,Alcohol Fueled Brewtality Live! [Disc 1],131,Intro/ Low Down,Metal,3
11,Black Label Society,14,Alcohol Fueled Brewtality Live! [Disc 1],137,Lost My Better Half,Metal,3
11,Black Label Society,14,Alcohol Fueled Brewtality Live! [Disc 1],142,No More Tears,Metal,3
11,Black Label Society,14,Alcohol Fueled Brewtality Live! [Disc 1],136,Phoney Smile Fake Hellos,Metal,3
11,Black Label Society,14,Alcohol Fueled Brewtality Live! [Disc 1],133,Stronger Than Death,Metal,3
11,Black Label Society,14,Alcohol Fueled Brewtality Live! [Disc 1],135,Super Terrorizer,Metal,3
11,Black Label Society,14,Alcohol Fueled Brewtality Live! [Disc 1],143,The Begining... At Last,Metal,3
11,Black Label Society,14,Alcohol Fueled Brewtality Live! [Disc 1],141,World Of Trouble,Metal,3
11,Black Label Society,15,Alcohol Fueled Brewtality Live! [Disc 2],147,Blood In The Wall,Metal,3
11,Black Label Society,15,Alcohol Fueled Brewtality Live! [Disc 2],144,Heart Of Gold,Metal,3
11,Black Label Society,15,Alcohol Fueled Brewtality Live! [Disc 2],146,Like A Bird,Metal,3
11,Black Label Society,15,Alcohol Fueled Brewtality Live! [Disc 2],145,Snowblind,Metal,3
11,Black Label Society,15,Alcohol Fueled Brewtality Live! [Disc 2],148,The Beginning...At Last,Metal,3
12,Black Sabbath,16,Black Sabbath,151,Behind The Wall Of Sleep,Metal,3
12,Black Sabbath,16,Black Sabbath,149,Black Sabbath,Metal,3
12,Black Sabbath,16,Black Sabbath,153,Evil Woman,Metal,3
12,Black Sabbath,16,Black Sabbath,152,N.I.B.,Metal,3
12,Black Sabbath,16,Black Sabbath,154,Sleeping Village,Metal,3
12,Black Sabbath,16,Black Sabbath,150,The Wizard,Metal,3
12,Black Sabbath,16,Black Sabbath,155,Warning,Metal,3
12,Black Sabbath,17,Black Sabbath Vol. 4 (Remaster),158,Changes,Metal,3
12,Black Sabbath,17,Black Sabbath Vol. 4 (Remaster),162,Cornucopia,Metal,3
12,Black Sabbath,17,Black Sabbath Vol. 4 (Remaster),159,FX,Metal,3
12,Black Sabbath,17,Black Sabbath Vol. 4 (Remaster),163,Laguna Sunrise,Metal,3
12,Black Sabbath,17,Black Sabbath Vol. 4 (Remaster),161,Snowblind,Metal,3
12,Black Sabbath,17,Black Sabbath Vol. 4 (Remaster),164,St. Vitus Dance,Metal,3
12,Black Sabbath,17,Black Sabbath Vol. 4 (Remaster),160,Supernaut,Metal,3
12,Black Sabbath,17,Black Sabbath Vol. 4 (Remaster),157,Tomorrow's Dream,Metal,3
12,Black Sabbath,17,Black Sabbath Vol. 4 (Remaster),165,Under The Sun/Every Day Comes and Goes,Metal,3
12,Black Sabbath,17,Black Sabbath Vol. 4 (Remaster),156,Wheels Of Confusion / The Straightener,Metal,3
13,Body Count,18,Body Count,170,A Statistic,Alternative & Punk,4
13,Body Count,18,Body Count,169,Body Count,Alternative & Punk,4
13,Body Count,18,Body Count,180,Body Count Anthem,Alternative & Punk,4
13,Body Count,18,Body Count,167,Body Count's In The House,Alternative & Punk,4
13,Body Count,18,Body Count,171,Bowels Of The Devil,Alternative & Punk,4
13,Body Count,18,Body Count,174,D Note,Alternative & Punk,4
13,Body Count,18,Body Count,179,Evil Dick,Alternative & Punk,4
13,Body Count,18,Body Count,182,Freedom Of Speech,Alternative & Punk,4
13,Body Count,18,Body Count,173,KKK Bitch,Alternative & Punk,4
13,Body Count,18,Body Count,181,Momma's Gotta Die Tonight,Alternative & Punk,4
13,Body Count,18,Body Count,168,Now Sports,Alternative & Punk,4
13,Body Count,18,Body Count,178,Oprah,Alternative & Punk,4
13,Body Count,18,Body Count,166,Smoked Pork,Alternative & Punk,4
13,Body Count,18,Body Count,172,The Real Problem,Alternative & Punk,4
13,Body Count,18,Body Count,177,There Goes The Neighborhood,Alternative & Punk,4
13,Body Count,18,Body Count,176,The Winner Loses,Alternative & Punk,4
13,Body Count,18,Body Count,175,Voodoo,Alternative & Punk,4
229,Boston Symphony Orchestra & Seiji Ozawa,295,Carmina Burana,3426,Carmina Burana: O Fortuna,Classical,24
